study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA472383	SAMN09233338	SRS3324292	SRX4108641	SRR7191958	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191958/SRR7191958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191958/SRR7191958_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191958/SRR7191958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191958/SRR7191958_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191958	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191958		
PRJNA472383	SAMN09233338	SRS3324292	SRX4108641	SRR7191959	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191959/SRR7191959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191959/SRR7191959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191959/SRR7191959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191959/SRR7191959_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191959	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191959		
PRJNA472383	SAMN09233338	SRS3324292	SRX4108641	SRR7191960	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191960/SRR7191960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191960/SRR7191960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191960/SRR7191960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191960/SRR7191960_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191960	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191960		
PRJNA472383	SAMN09233337	SRS3324291	SRX4108642	SRR7191961	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191961/SRR7191961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191961/SRR7191961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191961/SRR7191961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191961/SRR7191961_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191961	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191961		
PRJNA472383	SAMN09233337	SRS3324291	SRX4108642	SRR7191962	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191962/SRR7191962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191962/SRR7191962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191962/SRR7191962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191962/SRR7191962_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191962	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191962		
PRJNA472383	SAMN09233336	SRS3324293	SRX4108643	SRR7191963	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191963/SRR7191963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191963/SRR7191963_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191963/SRR7191963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191963/SRR7191963_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191963	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191963		
PRJNA472383	SAMN09233336	SRS3324293	SRX4108643	SRR7191964	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191964/SRR7191964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191964/SRR7191964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191964/SRR7191964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191964/SRR7191964_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191964	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191964		
PRJNA472383	SAMN09233335	SRS3324294	SRX4108644	SRR7191965	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191965/SRR7191965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191965/SRR7191965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191965/SRR7191965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191965/SRR7191965_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191965	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191965		
PRJNA472383	SAMN09233335	SRS3324294	SRX4108644	SRR7191966	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191966/SRR7191966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191966/SRR7191966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191966/SRR7191966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191966/SRR7191966_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191966	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191966		
PRJNA472383	SAMN09233334	SRS3324295	SRX4108645	SRR7191967	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191967/SRR7191967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191967/SRR7191967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191967/SRR7191967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191967/SRR7191967_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191967	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191967		
PRJNA472383	SAMN09233334	SRS3324295	SRX4108645	SRR7191968	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191968/SRR7191968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191968/SRR7191968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191968/SRR7191968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191968/SRR7191968_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191968	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191968		
PRJNA472383	SAMN09233411	SRS3324296	SRX4108646	SRR7191969	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191969/SRR7191969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191969/SRR7191969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191969/SRR7191969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191969/SRR7191969_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191969	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191969		
PRJNA472383	SAMN09233411	SRS3324296	SRX4108646	SRR7191970	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191970/SRR7191970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191970/SRR7191970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191970/SRR7191970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191970/SRR7191970_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191970	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191970		
PRJNA472383	SAMN09233411	SRS3324296	SRX4108646	SRR7191971	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191971/SRR7191971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191971/SRR7191971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191971/SRR7191971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191971/SRR7191971_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191971	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191971		
PRJNA472383	SAMN09233410	SRS3324297	SRX4108647	SRR7191972	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191972/SRR7191972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191972/SRR7191972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191972/SRR7191972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191972/SRR7191972_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191972	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191972		
PRJNA472383	SAMN09233410	SRS3324297	SRX4108647	SRR7191973	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191973/SRR7191973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191973/SRR7191973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191973/SRR7191973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191973/SRR7191973_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191973	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191973		
PRJNA472383	SAMN09233409	SRS3324298	SRX4108648	SRR7191974	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191974/SRR7191974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191974/SRR7191974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191974/SRR7191974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191974/SRR7191974_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191974	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191974		
PRJNA472383	SAMN09233409	SRS3324298	SRX4108648	SRR7191975	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191975/SRR7191975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191975/SRR7191975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191975/SRR7191975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191975/SRR7191975_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191975	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191975		
PRJNA472383	SAMN09233408	SRS3324299	SRX4108649	SRR7191976	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191976/SRR7191976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191976/SRR7191976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191976/SRR7191976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191976/SRR7191976_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191976	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191976		
PRJNA472383	SAMN09233408	SRS3324299	SRX4108649	SRR7191977	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191977/SRR7191977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191977/SRR7191977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191977/SRR7191977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191977/SRR7191977_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191977	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191977		
PRJNA472383	SAMN09233407	SRS3324300	SRX4108650	SRR7191978	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191978/SRR7191978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191978/SRR7191978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191978/SRR7191978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191978/SRR7191978_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191978	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191978		
PRJNA472383	SAMN09233407	SRS3324300	SRX4108650	SRR7191979	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191979/SRR7191979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191979/SRR7191979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191979/SRR7191979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191979/SRR7191979_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191979	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191979		
PRJNA472383	SAMN09233407	SRS3324300	SRX4108650	SRR7191980	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191980/SRR7191980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191980/SRR7191980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191980/SRR7191980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191980/SRR7191980_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191980	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191980		
PRJNA472383	SAMN09233389	SRS3324301	SRX4108651	SRR7191981	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191981/SRR7191981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191981/SRR7191981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191981/SRR7191981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191981/SRR7191981_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191981	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191981		
PRJNA472383	SAMN09233389	SRS3324301	SRX4108651	SRR7191982	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191982/SRR7191982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191982/SRR7191982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191982/SRR7191982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191982/SRR7191982_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191982	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191982		
PRJNA472383	SAMN09233388	SRS3324302	SRX4108652	SRR7191983	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191983/SRR7191983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191983/SRR7191983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191983/SRR7191983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191983/SRR7191983_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191983	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191983		
PRJNA472383	SAMN09233388	SRS3324302	SRX4108652	SRR7191984	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191984/SRR7191984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191984/SRR7191984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191984/SRR7191984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191984/SRR7191984_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191984	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191984		
